Results from query to  NASA/IPAC Extragalactic Database (NED),,,,,,,,,,,,,,,,
which is funded by the National Aeronautics and Space Administration.,,,,,,,,,,,,,,,,
and operated by the California Institute of Technology.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
queryDateTime:2024-06-24T19:37:35PDT,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Main Information Table for All Sky,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Equinox:J2000.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
CoordSystem:Equatorial,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
5231,MRK 1192,58.88123,-9.58411,G,8666,0.028907,S1L,15.22,0,21,0,41,9,6,4,0
5232,WISEA J035535.75+132444.4,58.89883,13.41219,G,11620,0.03876,PUN,17.42,0,5,0,32,6,1,2,0
5233,NGC 1487,58.94208,-42.36806,GPair,848,0.002829,SUN,12.34,0,120,7,47,23,14,17,1
5234,WISEA J035557.70-213255.5,58.99043,-21.54879,G,12776,0.042616,SLS,15.48,0,16,0,37,11,6,2,0
5235,WISEA J035600.86-134232.5,59.00356,-13.7091,G,8786,0.029307,SUN,15.97,0,26,0,36,12,7,2,0
5236,WISEA J035601.16-203318.5,59.00487,-20.55522,G,1558,0.005197,SLS,16.9R,0,6,0,23,7,2,0,0
5237,UGC 02890,59.01717,72.92136,G,1153,0.003846,S1L,14.3,0,64,0,17,15,11,5,0
5238,WISEA J035604.88+080446.5,59.02054,8.07936,G,11043,0.036834,PUN,,0,3,0,36,7,1,2,0
5239,WISEA J035608.61-523233.7,59.03583,-52.54269,G,11439,0.038156,SLS,15.6b,0,10,1,38,8,5,4,0
5240,WISEA J035612.76-150527.0,59.05317,-15.09081,G,8783,0.029297,SLS,15.82,0,15,0,38,10,5,2,0
5241,NGC 1486,59.07792,-21.82114,G,7431,0.024787,SUN,14.9,0,23,2,46,13,7,18,0
5242,WISEA J035621.20+561700.1,59.08833,56.28331,G,10415,0.034741,SUN,,0,5,0,38,5,2,2,0
5243,WISEA J035625.71+424021.1,59.10717,42.67247,G,11756,0.039214,SUN,,0,4,0,37,6,2,2,0
5244,WISEA J035629.19+510013.0,59.12163,51.00353,G,4675,0.015594,SUN,10.0K,0,11,0,32,5,3,2,0
5245,WISEA J035630.34-523644.5,59.12617,-52.61244,G,7840,0.026151,PUN,15.53,0,6,0,38,9,1,2,0
5246,WISEA J035631.50+181711.2,59.13125,18.28639,G,8073,0.02693,PUN,,0,5,0,36,8,1,2,0
5247,NGC 1503,59.1385,-66.04067,G,5806,0.019367,SUN,14.36,0,20,2,48,10,4,16,0
5248,ESO 549- G 038,59.156,-18.06167,G,6394,0.021328,SUN,14.76,0,24,0,42,12,7,15,0
5249,IC 2017,59.16404,-59.39475,G,5516,0.0184,SUN,14.85,0,20,1,45,14,4,16,0
5250,2MFGC 03245,59.194,-53.13636,G,11378,0.037953,SLS,17.4,0,4,0,28,6,1,2,0
5251,ESO 117- G 016,59.19962,-60.42678,G,10919,0.036422,SLS,15.1,0,17,1,44,11,6,16,0
5252,KUG 0354+083,59.24225,8.5135,G,5292,0.017652,S1L,14.9,0,26,1,47,14,8,4,0
5253,WISEA J035702.29-734042.8,59.25954,-73.67858,G,8585,0.028636,SLS,15.7b,0,9,0,35,7,4,2,0
5254,WISEA J035707.70-564618.6,59.28171,-56.77181,G,14626,0.048787,SLS,16.06,0,7,0,36,9,2,2,0
5255,UGC 02902,59.28787,34.16089,G,5562,0.018553,SLS,14.9,0,13,0,29,7,4,7,0
5256,ESO 419- G 012,59.29234,-28.87718,G,4027,0.013433,SUN,14.15,0,31,1,40,12,9,20,0
5257,ESO 549- G 040,59.29288,-18.77761,G,7534,0.025131,SUN,13.99,0,50,0,54,17,15,18,0
5258,AM 0356-522 NED01,59.33196,-52.25753,G,10001,0.03336,SUN,15.67,0,14,1,38,11,5,4,0
5259,NGC 1493,59.36429,-46.2107,G,1053,0.003512,UUN,11.78,0,150,9,78,27,14,17,0
5260,WISEA J035737.60+144349.1,59.40662,14.73033,G,12618,0.04209,PUN,,0,4,0,32,6,1,2,0
5261,WISEA J035742.56+061759.9,59.42746,6.30003,G,5388,0.017972,SUN,11.3K,0,13,0,32,8,5,2,0
5262,NGC 1494,59.42874,-48.90809,G,1131,0.003773,UUN,12.28,0,99,5,46,18,18,16,0
5263,WISEA J035749.05-460605.6,59.45446,-46.10164,G,14576,0.04862,PUN,16.6,0,3,0,40,8,2,2,0
5264,MCG +00-11-002,59.49436,-0.19057,G,3977,0.013266,SUN,15.7g,0,28,1,49,10,6,7,0
5265,MCG +07-09-001,59.53229,43.55092,G,4560,0.01521,SLS,15,0,10,0,27,6,4,4,1
5266,CGCG 466-003,59.55117,18.58439,G,7009,0.02338,S1L,15.4,0,22,0,42,9,6,2,0
5267,NGC 1492,59.55471,-35.44636,G,4517,0.015067,SUN,14.02,0,30,1,47,14,8,16,2
5268,WISEA J035818.45-612407.3,59.57757,-61.40187,G,14264,0.04758,SUN,14.2,0,20,0,28,8,2,0,0
5269,NGC 1495,59.59092,-44.46625,G,1284,0.004282,S1L,13.33,0,68,1,65,18,11,20,0
5270,UGC 02910,59.59508,6.71483,G,5509,0.018376,S1L,16.5,0,23,0,44,10,6,5,0
5271,2MFGC 03264,59.59921,-11.37547,G,14099,0.047029,SLS,16.53,0,9,0,42,10,4,2,0
5272,WISEA J035824.58-520826.9,59.60238,-52.14089,G,10299,0.034354,SUN,15.8,0,18,0,37,12,7,2,0
5273,MCG -02-11-002,59.62117,-9.94208,G,8203,0.027362,SUN,15.35,0,24,0,37,12,6,4,0
5274,ESO 015- G 005,59.63133,-81.063,G,4992,0.016653,S1L,13.36,0,36,2,49,14,13,16,0
5275,WISEA J035838.04-745920.7,59.65875,-74.98911,G,8795,0.029337,SLS,16.9b,0,4,0,35,6,3,2,0
5276,WISEA J035839.73-242246.1,59.66521,-24.37931,G,12350,0.041195,SLS,16.82,0,6,0,32,7,3,2,0
5277,ESO 549- G 044,59.70779,-18.86997,G,14924,0.049782,PUN,16.11,0,12,1,47,12,1,14,0
5278,WISEA J035849.89+182001.4,59.70792,18.33369,IrS,14124,0.047112,PUN,2.78,0,4,0,36,7,1,2,0
5279,FAIRALL 0019,59.74483,-59.062,G,6738,0.022476,SLS,14.98,0,18,1,36,9,5,4,0
5280,UGC 02908,59.74729,43.34711,G,4646,0.015497,SUN,16,0,28,1,42,11,5,7,0
5281,2MASX J03590049+2020351,59.75208,20.34303,G,14267,0.04759,SUN,17,0,9,0,23,6,2,2,0
5282,AM 0357-343,59.77494,-34.39572,G,10035,0.033473,UUN,15.43,0,8,1,6,3,2,0,2
5283,ESO 302- G 024,59.81083,-42.27406,G,4458,0.01487,S1L,14.66,0,17,1,51,13,5,16,0
5284,UGC 02911,59.86075,43.31203,G,5117,0.017068,SUN,16.5,0,27,1,42,12,6,5,0
5285,WISEA J035929.88-560618.6,59.87417,-56.10486,G,8631,0.02879,SLS,17.48,0,2,0,26,6,1,0,0
5286,CGCG 487-004,59.87463,21.79722,G,7510,0.025051,SUN,15.3,0,33,1,47,14,9,2,0
5287,NGC 1511,59.90408,-67.63425,G,1341,0.004474,S1L,11.88,0,156,6,103,28,19,20,0
5288,UGCA 086,59.95125,67.1385,G,67,0.000223,SUN,13.5,0,96,5,24,13,4,2,0
5289,ESO 004- G 010,59.95488,-84.09386,G,4948,0.016505,SUN,14.07,0,22,1,44,8,6,17,0
5290,VII Zw 009,59.9875,67.103,G,8440,0.028152,PUN,,0,4,1,29,3,1,2,0
5291,WISEA J040003.27+010011.8,60.01354,1.00339,G,6469,0.021579,PUN,14.4I,0,3,0,40,7,1,2,0
5292,WISEA J040003.33+075951.3,60.014,7.99756,G,14334,0.047812,PUN,,0,4,0,36,7,1,2,0
5293,IC 2024,60.01725,-53.371,G,11689,0.03899,SUN,15.48,0,18,2,43,11,2,16,0
5294,ESO 117- G 018,60.03254,-61.28322,G,5794,0.019327,SUN,14.14,0,38,1,48,15,10,16,0
5295,NGC 1511A,60.07746,-67.80683,G,1339,0.004466,UUN,14.23,0,53,2,35,14,10,16,0
5296,WISEA J040019.05-624130.8,60.07942,-62.692,G,13787,0.045989,PUN,14.1I,0,5,0,35,6,1,2,0
5297,WISEA J040020.68+463936.6,60.08621,46.66,G,6250,0.020847,PUN,,0,1,0,31,5,1,2,0
5298,ESO 483- G 006,60.10979,-25.18261,G,4133,0.013786,S1L,14.39,0,58,1,51,16,15,18,0
5299,WISEA J040027.13+385417.8,60.11296,38.90486,G,6134,0.020461,SLS,9.45K,0,7,0,32,6,4,2,0
5300,NGC 1469,60.11571,68.57772,G,1042,0.003476,SLS,13.7,0,30,2,35,18,10,7,0
5301,ESO 549- G 046,60.11654,-20.78168,G,12472,0.041602,SLS,15.17,0,20,0,42,13,6,15,0
5302,ESO 201- G 014,60.1225,-49.02986,G,1052,0.003509,UUN,13.6B,0,28,2,44,18,10,16,0
5303,CGCG 466-004,60.13846,20.32781,G,10066,0.033577,S1L,15.6,0,13,0,40,10,5,4,0
5304,ESO 004- G 011,60.15475,-84.36672,G,4860,0.016211,SUN,14.95,0,19,2,40,9,5,16,0
5305,CGCG 466-005,60.18175,21.05392,G,6376,0.021268,SUN,15.5,0,31,0,46,11,7,4,0
5306,2MFGC 03287,60.19096,-24.26308,G,12659,0.042226,SLS,16.37,0,6,0,23,6,1,0,1
5307,2MASX J04005301-5249379,60.22083,-52.82728,G,10797,0.036015,SLS,14.89,0,17,1,30,10,5,4,0
5308,MCG -02-11-005,60.23908,-10.27217,G,11060,0.036892,SUN,14.96,0,22,0,40,10,8,5,0
5309,UGC 02906,60.25425,74.08383,G,2490,0.008306,S1L,13.8,0,50,0,45,18,12,7,0
5310,UGC 02926,60.29646,5.55169,G,9860,0.032889,S1L,15.13,0,26,0,39,13,9,7,0
5311,IC 2028,60.32596,-52.70744,G,9965,0.03324,SUN,15.06,0,29,2,54,15,9,16,0
5312,WISEA J040118.24+152849.6,60.32604,15.4805,G,11257,0.037549,PUN,,0,4,0,32,6,1,2,0
5313,CGCG 542-001,60.3355,42.83411,G,5905,0.019697,S1L,15.7,0,19,0,44,11,6,2,0
5314,2MFGC 03291,60.33933,47.83825,G,3214,0.01072,PUN,11.9K,0,6,0,30,5,1,2,0
5315,WISEA J040122.47+603039.4,60.34367,60.51086,G,7851,0.026188,SUN,11.2K,0,14,0,36,8,5,2,0
5316,WISEA J040124.26-512531.7,60.35104,-51.42539,G,5860,0.019547,SUN,14.4,0,15,0,38,10,4,2,0
5317,2MFGC 03292,60.35975,-66.56711,G,13543,0.045176,PUN,12.4K,0,5,0,21,5,1,2,0
5318,ESO 302- G 027,60.46567,-41.94189,G,4439,0.014807,S1L,15.08,0,36,1,55,15,10,16,0
5319,WISEA J040153.80+480405.4,60.47429,48.06811,G,4487,0.014968,PUN,,0,4,0,32,5,1,2,0
5320,AM 0401-634 NED01,60.51792,-63.65667,G,11300,0.037693,SUN,14.3I,0,9,0,8,4,2,0,2
5321,NGC 1497,60.52843,23.13292,G,6159,0.020544,SLS,14.07,0,61,1,47,17,10,6,0
5322,WISEP J040208.47+315152.0,60.53529,31.86444,G,5160,0.017212,S1L,,0,11,0,28,4,2,2,0
5323,WISEA J040213.94+451830.5,60.55758,45.30881,G,7494,0.024997,SUN,11.1K,0,14,0,36,8,5,2,0
5324,ESO 549- G 049,60.60692,-18.04761,G,7876,0.026272,SUN,14.36,0,71,1,71,27,16,16,0
5325,WISEA J040228.10-542538.2,60.61717,-54.42747,G,6062,0.02022,PUN,15.67,0,7,0,36,8,1,2,0
5326,WISEA J040231.94+602038.3,60.63371,60.34392,G,9129,0.03045,UUN,13.38,0,11,0,32,12,7,2,0
5327,ESO 117- G 019,60.63412,-62.31558,G,5386,0.017966,SUN,14.58,0,43,1,53,16,7,16,0
5328,IRAS 03582+6012,60.63533,60.34447,GPair,8997,0.030011,SUN,,0,29,0,14,12,5,0,0
5329,UGC 02916,60.64108,71.70589,G,4524,0.01509,S1L,14.2,0,65,3,50,14,8,5,0
5330,UGC 02907,60.6648,78.27881,G,2177,0.007262,S1L,14.7,0,29,2,40,13,9,7,0
5331,WISEA J040240.19+140951.7,60.66742,14.16453,G,10431,0.034794,SUN,10.9K,0,15,0,32,8,5,2,0
5332,WISEA J040240.15-515135.5,60.66754,-51.86053,G,10773,0.035934,PUN,15.57,0,8,0,32,8,1,2,0
5333,MCG -01-11-001,60.68084,-4.46195,G,5057,0.016868,SUN,15.86,0,20,2,60,15,5,8,0
5334,WISEA J040245.53-130756.3,60.68968,-13.1325,G,11470,0.03826,SLS,16.53,0,7,0,36,7,3,2,0
5335,ESO 549- G 050,60.69225,-21.11906,G,7554,0.025197,UUN,14.17,0,28,2,41,15,8,15,0
5336,WISEA J040246.19-180519.4,60.6925,-18.08872,G,12436,0.041482,SLS,15.3,0,7,0,35,7,3,2,0
5337,V Zw 366,60.69429,46.62206,G,5575,0.018596,SUN,16,0,9,1,32,5,2,2,0
5338,UGC 02936,60.70079,1.96602,G,3811,0.012712,S1L,15,0,118,3,98,22,12,9,0
5339,WISEA J040254.06-542759.2,60.72546,-54.46653,G,6398,0.021341,SLS,15.26,0,13,0,35,8,4,2,0
5340,WISEA J040303.28+214452.3,60.76383,21.74778,G,7031,0.023453,PUN,,0,3,0,31,5,1,2,0
5341,WISEA J040305.82+151553.3,60.77404,15.26489,G,11277,0.037617,PUN,,0,3,0,35,7,1,2,0
5342,MCG -02-11-011,60.79993,-14.28603,G,9515,0.031739,SLS,15,0,11,0,36,8,3,4,0
5343,FGCE 0371,60.80446,-56.38161,G,11211,0.037396,SLS,16.83,0,8,0,18,6,3,2,0
5344,AM 0401-425,60.81054,-42.6975,G,4345,0.014493,SLS,15.75,0,4,0,5,5,1,0,0
5345,CGCG 327-013,60.81996,71.72036,G,4525,0.015094,S1L,15.6,0,42,0,32,10,7,4,0
5346,CGCG 487-015,60.87454,26.36269,G,7064,0.023563,S1L,14.94,0,28,1,49,12,8,5,0
5347,AM 0402-631 NED02,60.87712,-63.19572,G,5696,0.019,SUN,14.4r,0,7,0,35,8,2,2,0
5348,NGC 1510,60.886,-43.40011,G,913,0.003045,SUN,13.47,0,164,8,129,29,17,18,0
5349,UGC 02937,60.92571,46.72861,G,4450,0.014844,SLS,16,0,13,0,27,6,3,7,0
5350,IC 0357,60.93331,22.1591,G,6261,0.020884,SUN,14.13,0,56,0,50,14,7,7,0
5351,NGC 1515A,60.95763,-54.11303,G,13123,0.043774,SUN,15.38,0,17,4,38,9,8,16,0
5352,NGC 1512,60.97617,-43.34886,G,898,0.002995,UUN,11.13,0,356,14,181,51,23,19,0
5353,NGC 1509,60.97999,-11.17903,G,8694,0.028999,SLS,14.59,0,36,1,39,11,10,4,0
5354,WISEA J040358.86+695135.3,60.995,69.85989,G,4492,0.014984,SLS,9.35K,0,7,0,28,5,4,2,0
5355,UGC 02939,61.00129,46.23136,G,4452,0.01485,SUN,17,0,26,0,42,10,5,5,0
5356,NGC 1515,61.01133,-54.10006,G,1175,0.00392,S1L,12.05,0,135,4,77,21,17,17,0
5357,UGC 02942,61.04065,22.1316,G,6361,0.021218,SUN,15.7P,0,23,2,22,7,4,5,0
5358,WISEA J040410.15-140601.6,61.04229,-14.10042,G,6869,0.022913,SUN,15.49,0,16,0,37,10,6,2,0
5359,2MASX J04041371-1239064,61.05696,-12.65178,G,13643,0.045509,PUN,16.61,0,5,0,27,7,1,2,0
5360,WISEA J040415.70+304851.3,61.06521,30.81414,G,5032,0.016785,S1L,,0,5,0,42,8,3,2,0
5361,ESO 201- G 017,61.09125,-47.94997,G,4157,0.013866,SLS,14.16,0,19,2,43,12,4,16,0
5362,WISEA J040425.73+064706.5,61.10729,6.78506,G,5644,0.018826,SUN,11.3K,0,16,0,32,8,5,2,0
5363,NGC 1507,61.11336,-2.18858,G,863,0.002879,SUN,12.89,0,158,8,76,26,26,8,0
5364,WISEA J040427.44-071258.1,61.11438,-7.21638,G,6681,0.022285,SUN,15.49,0,19,0,38,12,7,2,0
5365,MCG -02-11-014,61.11446,-10.17831,G,9274,0.030935,UUN,15.41,0,12,3,44,7,5,4,0
5366,UGC 02945,61.16492,33.80867,G,5233,0.017455,S1L,14.7,0,32,0,41,12,9,7,0
5367,ESO 084-IG 002,61.16521,-66.88392,G,12638,0.042156,PUN,15.82,0,8,1,41,9,1,14,0
5368,2MFGC 03334,61.16913,-16.50397,G,8643,0.02883,SLS,16.51,0,8,0,33,7,4,2,0
5369,WISEA J040442.30-223949.4,61.17621,-22.66369,G,4356,0.01453,SUN,16.15,0,11,0,34,9,2,0,1
5370,WISEA J040448.80+064634.6,61.20342,6.77619,G,12035,0.040144,PUN,,0,4,0,36,7,1,2,0
5371,UGC 02949,61.25955,25.26541,G,7166,0.023903,SUN,14.57,0,28,0,46,12,6,7,0
5372,NGC 1485,61.26642,70.99653,G,1089,0.003633,SUN,13.4,0,43,2,38,12,7,6,0
5373,WISEA J040507.19-540617.4,61.28004,-54.10478,G,10882,0.0363,SUN,16.11,0,10,0,38,10,3,2,0
5374,NGC 1526,61.30125,-65.83981,G,5336,0.017799,SUN,14.55,0,19,2,48,10,4,16,0
5375,WISEA J040512.73-593945.8,61.30296,-59.66283,G,9878,0.032949,PUN,15.76,0,6,0,35,8,1,2,0
5376,WISEA J040513.71+872227.7,61.30588,87.37442,G,8131,0.027122,PUN,,0,3,0,36,7,1,2,0
5377,WISEA J040515.78+212223.9,61.31575,21.37331,G,8934,0.0298,SUN,15,0,20,0,37,7,7,2,0
5378,WISEA J040516.30+391400.7,61.31796,39.23364,G,6022,0.020087,SUN,11.2K,0,10,0,32,5,4,2,0
5379,WISEA J040520.46+273608.1,61.33525,27.60225,G,13245,0.044182,PUN,,0,2,0,36,5,1,2,0
5380,MRK 1081,61.3765,4.41172,G,5319,0.017742,S1L,15.15,0,41,2,42,12,13,6,0
5381,LCSB S0666O,61.40047,-15.19372,G,9461,0.031558,SLS,16.42,0,7,0,36,6,1,2,0
5382,WISEA J040536.91+111807.2,61.40387,11.30197,G,3298,0.011,SUN,16,0,20,0,36,7,7,2,0
5383,WISEA J040538.03-155146.3,61.40846,-15.86281,G,12228,0.040788,SLS,16.26,0,13,0,36,10,5,2,0
5384,UGC 02923,61.43496,78.65942,G,10328,0.034449,PUN,16,0,8,1,37,7,1,5,0
5385,WISEA J040550.66-702432.1,61.46096,-70.40903,G,7433,0.024794,SUN,14.5r,0,13,0,35,8,4,2,0
5386,2MFGC 03349,61.46208,30.72083,G,5995,0.019997,SLS,10.9K,0,13,0,38,6,2,2,0
5387,WISEA J040554.55+132815.7,61.47733,13.47106,G,4686,0.01563,PUN,,0,5,0,32,5,2,2,0
5388,MCG -03-11-010,61.48292,-15.14969,G,7551,0.025187,SLS,15.1b,0,10,0,35,6,3,3,0
5389,WISEA J040602.34+385515.5,61.50962,38.92108,G,4758,0.01587,PUN,,0,1,0,28,4,1,2,0
5390,WISEA J040607.61-102327.7,61.53167,-10.39104,G,3435,0.011458,SLS,16.24,0,8,0,36,9,3,2,0
5391,NGC 1522,61.533,-52.66842,G,898,0.002997,S1L,13.93,0,66,3,96,26,11,17,0
5392,2MFGC 03353,61.54446,-20.21919,G,10083,0.033633,SLS,16.27,0,12,0,41,11,4,2,0
5393,WISEA J040612.64+310308.2,61.55271,31.05231,G,4382,0.014617,SUN,10.1K,0,18,0,36,8,6,2,0
5394,IC 2031,61.56135,-5.65188,G,4823,0.016088,SLS,15.2g,0,31,0,72,13,9,10,0
5395,WISEA J040614.83-085311.0,61.56162,-8.88644,G,11007,0.036715,SUN,15.5,0,11,0,32,8,4,2,0
5396,UGC 02956,61.61871,31.28258,G,4544,0.015157,S1L,15.3,0,43,0,48,14,10,6,0
5397,AM 0404-385,61.64912,-38.79017,G,8723,0.029097,SUN,14.5,0,22,0,38,13,6,3,0
5398,IC 2034,61.65346,-57.96139,G,8382,0.027959,SLS,15.82,0,13,1,45,12,3,16,0
5399,MCG +05-10-007,61.65721,30.37625,G,5307,0.017701,SLS,17,0,13,0,28,8,5,4,0
5400,2MFGC 03362,61.68367,-13.48739,G,8702,0.029027,SLS,16.61,0,9,0,33,8,4,2,1
5401,NGC 1518,61.70717,-21.17264,G,918,0.003062,S1L,12.28,0,122,5,64,26,18,18,0
5402,GALEXASC J040653.63-804817.1,61.72496,-80.80472,G,5611,0.018716,S1L,15.6b,0,6,0,9,4,3,0,0
5403,WISEA J040659.55+485027.0,61.74817,48.84094,G,14279,0.047631,PUN,,0,4,0,31,5,1,2,0
5404,ESO 156- G 041,61.75362,-53.30211,G,11496,0.038347,SLS,15.12,0,15,1,42,10,4,14,0
5405,MRK 1193,61.75458,-10.17083,G,9619,0.032086,SLS,16.5,0,26,0,37,9,5,2,0
5406,WISEA J040729.66-741121.6,61.875,-74.18931,G,14920,0.049768,PUN,,0,4,0,35,7,1,2,0
5407,ESO 550- G 008,61.90134,-21.43097,G,1610,0.00537,SUN,15.18,0,24,1,50,14,4,16,0
5408,UGC 02963,61.91154,3.96817,G,5302,0.017686,SUN,14.78,0,48,1,46,14,9,7,0
5409,WISEA J040741.12-400331.1,61.92121,-40.05881,G,14929,0.049798,SLS,15.45,0,7,0,34,8,3,2,0
5410,WISEA J040743.44-005436.4,61.93115,-0.90978,G,7152,0.023857,SLS,16.61,0,8,0,37,6,3,2,0
5411,ESO 420- G 003,61.94025,-29.85858,G,4131,0.01378,S1L,13.67,0,63,1,53,17,16,18,0
5412,IC 0356,61.94546,69.81244,G,895,0.002985,S1L,11.39,0,152,8,59,22,10,7,1
5413,2MFGC 03373,61.95367,-51.9845,G,10982,0.036632,SLS,16.39,0,7,0,32,7,3,2,0
5414,CGCG 487-023,62.0112,23.29294,G,6284,0.020961,S1L,14.7,0,37,0,43,13,10,6,0
5415,AM 0408-740,62.03071,-73.90433,G,7411,0.024721,PUN,15.0r,0,6,0,38,8,1,2,0
5416,NGC 1516A,62.031,-8.82925,G,9947,0.03318,SLS,15,0,23,1,27,6,3,3,0
5417,NGC 1519,62.03167,-17.19289,G,1819,0.006068,S1L,13.61,0,76,2,56,19,17,19,0
5418,IRAS 04057-0857,62.03264,-8.83285,GPair,9928,0.033116,SUN,13.95,0,9,1,5,3,1,0,0
5419,NGC 1516B,62.03462,-8.83572,G,9864,0.032903,SUN,15,0,8,1,18,3,1,2,0
5420,NGC 1521,62.07887,-21.05197,G,4243,0.014153,UUN,13.1,0,123,5,82,24,19,19,0
5421,IC 2037,62.07917,-58.75117,G,8325,0.027769,SLS,14.71,0,18,1,39,10,5,16,0
5422,ESO 118-IG 004 NED01,62.07946,-61.26817,G,14444,0.04818,SUN,15.69,0,8,0,33,4,1,12,0
5423,ESO 118-IG 004,62.085,-61.26861,GPair,14500,0.048367,SUN,14.72,0,9,1,8,8,1,1,0
5424,NGC 1527,62.10058,-47.89703,G,1212,0.004043,UUN,11.74,0,104,5,68,12,10,17,0
5425,WISEA J040824.52+800937.4,62.10217,80.16039,G,13975,0.046615,PUN,17.5,0,9,0,37,8,1,2,0
5426,MCG -02-11-020,62.10808,-13.98508,G,9590,0.031989,SLS,14.5,0,19,1,25,8,4,3,0
5427,UGC 02955,62.12212,69.67253,G,890,0.002969,S1L,17,0,36,0,45,15,6,5,0
5428,ESO 118-IG 006,62.12421,-60.82394,G,14530,0.048467,SLS,15.23,0,17,2,12,9,2,13,1
5429,MCG -03-11-014,62.137,-16.75847,G,12040,0.040161,SLS,15,0,10,0,32,6,3,4,0
5430,WISEA J040837.84+695016.4,62.15754,69.83786,G,4921,0.016415,SUN,15.9,0,16,0,40,6,4,2,0
5431,ESO 201- G 021,62.16783,-49.58314,G,5421,0.018083,SUN,14.42,0,26,1,52,15,6,17,0
5432,NGC 1534,62.19196,-62.79758,G,5337,0.017802,UUN,13.73,0,30,2,40,13,8,16,0
5433,ESO 550- G 012,62.21183,-21.72122,G,4237,0.014133,SLS,14.86,0,25,1,43,13,6,15,0
5434,WISEA J040853.95-663056.2,62.22496,-66.51553,G,12478,0.041621,PUN,15.1r,0,4,0,35,6,1,2,0
5435,ESO 201- G 022,62.24963,-48.727,G,4068,0.013569,UUN,14.69,0,61,8,55,15,11,16,0
5436,UGC 02969,62.2565,-1.15961,G,5068,0.016905,S1L,14.64,0,40,0,40,14,9,7,0
5437,IC 2035,62.25779,-45.51753,G,1494,0.004983,UUN,12.5,0,96,4,59,18,9,16,0
5438,WISEA J040906.13+153049.7,62.27562,15.51386,G,12865,0.042913,SLS,10.9K,0,11,1,32,6,5,2,1
5439,NGC 1517,62.29971,8.64881,G,3482,0.011615,S1L,14.07,0,60,1,47,13,12,5,0
5440,WISEA J040913.20+714330.5,62.30537,71.72508,G,9730,0.032456,SUN,15.4,0,10,0,40,8,4,2,0
5441,ESO 420- G 005,62.30583,-30.41514,G,7652,0.025524,UUN,13.72,0,27,2,29,8,5,18,0
5442,2MFGC 03393,62.31033,-59.59319,G,14455,0.048217,SUN,16.82,0,8,0,40,9,3,2,0
5443,ESO 550- G 013,62.33533,-20.21842,G,9070,0.030254,SLS,15.27,0,16,0,42,10,4,14,0
5444,FAIRALL 0402,62.40371,-43.99172,G,13962,0.046572,SLS,16.21,0,8,0,36,8,5,2,0
5445,UGC 02971,62.43046,37.00969,G,5881,0.019617,SUN,16.5,0,35,1,41,11,5,5,0
5446,WISEA J040949.49-294753.2,62.45629,-29.79817,G,14707,0.049057,SUN,17.14,0,4,0,36,7,2,2,0
5447,NGC 1533,62.466,-56.11844,G,790,0.002635,S1L,11.7,0,195,12,111,27,18,17,0
5448,WISEA J040954.39-630600.5,62.47675,-63.10014,G,5373,0.017922,SLS,16,0,10,0,43,10,4,2,0
5449,IC 2036,62.47958,-39.68869,G,6254,0.020861,SUN,14.24,0,20,0,47,12,5,18,0
5450,UGC 02973,62.48,-1.37414,G,7322,0.024424,S1L,15.17,0,26,0,50,15,8,6,0
5451,WISEA J040956.22-245542.5,62.48421,-24.92856,G,12432,0.041469,SLS,16.56,0,10,0,37,8,3,2,0
5452,UGCA 089,62.50586,-31.25831,G,1388,0.00463,S1L,15.18,0,36,1,21,10,7,14,0
5453,WISEA J041001.59-142706.6,62.50665,-14.45192,G,9971,0.03326,SLS,15.5,0,12,0,36,9,4,2,0
5454,WISEA J041004.16-624931.1,62.51717,-62.82533,G,8618,0.028747,PUN,15,0,7,0,31,7,1,2,0
5455,AM 0409-630,62.53921,-63.02089,G,14430,0.048133,SUN,14,0,20,0,46,13,4,2,0
5456,WISEA J041011.09-521827.6,62.54633,-52.30767,G,11147,0.037182,SUN,16.06,0,6,0,36,8,2,2,0
5457,ESO 250- G 009,62.54736,-47.33245,G,3818,0.012734,S1L,16.99,0,8,1,23,5,3,12,0
5458,ESO 483- G 012,62.59404,-23.61694,G,4235,0.014126,SUN,14.34,0,49,2,52,16,10,18,0
5459,MCG -01-11-004,62.63792,-7.16667,G,2935,0.00979,S1L,14,0,36,0,26,13,9,3,0
5460,WISEA J041034.06+381852.3,62.64192,38.31456,G,3953,0.013187,PUN,,0,1,0,34,5,1,2,0
5461,WISEA J041042.77-152646.1,62.67821,-15.44604,G,9191,0.030658,SLS,16.38,0,10,0,32,9,4,2,0
5462,ESO 420- G 008,62.70942,-29.92647,G,5639,0.01881,SUN,14.52,0,27,1,45,11,8,18,1
5463,MRK 0614,62.7296,-7.28044,G,3030,0.010107,SLS,15.07,0,35,0,37,10,8,4,0
5464,NGC 1536,62.74942,-56.48044,G,1217,0.004059,UUN,13.15,0,114,6,49,17,10,17,0
